Word,Substitute,Frequency,Length
ಹರಸುವ,ಹರಸುವ,1,5
ಬಿಸಿಲ,ಬಿಸಿಲ,7,5
ತಾಳೆಯ,ತಾಳೆಯ,1,5
ಬಾಳೆಯ,ಬಾಳೆಯ,7,5
ರಂಗನು,ರಂಗನು,1,5
ಮಾಡಿನ,ಮಾಡಿನ,1,5
ಕೋಣೆಯ,ಕೋಣೆಯ,7,5
ರೋಗವೂ,ರೋಗವೂ,1,5
ಎಟುಕದ,ಎಟುಕದ,1,5
ಊಹಿಸಿ,ಊಹಿಸಿ,6,5
ಕಳಿತು,ಕಳಿತು,1,5
ಕೊಳೆತ,ಕೊಳೆತ,4,5
ನರಿಗೆ,ನರಿಗೆ,11,5
ಅಂಥವೇ,ಅಂಥವೇ,1,5
ಅಂಥದೇ,ಅಂಥದೇ,1,5
ಮೊಲಹಷ,ಮೊಲಹಷ,1,5
ಮೊಲವೇ,ಮೊಲವೇ,1,5
ಆಮ್ಮೆ,ಆಮ್ಮೆ,1,5
ನಡಿಗೆ,ನಡಿಗೆ,4,5
ಗಜಗಮನ,ಗಜಗಮನ,1,5
ಆನೆಗೆ,ಆನೆಗೆ,6,5
ರೀಟಾಳ,ರೀಟಾಳ,1,5
ಪೂರ್ಣ,ಪೂರ್ಣ,6,5
ಧ್ಯಾಸ,ಧ್ಯಾಸ,1,5
ಕಡೆಗೇ,ಕಡೆಗೇ,6,5
ಕತೆಗಳ,ಕತೆಗಳ,1,5
ಕಾಡಲಿ,ಕಾಡಲಿ,1,5
ಮರದಡಿ,ಮರದಡಿ,1,5
ಇಲಿಯು,ಇಲಿಯು,5,5
ಹೋಗಲೇ,ಹೋಗಲೇ,3,5
ಜಂಭದಿ,ಜಂಭದಿ,1,5
ಸಿಂಹವ,ಸಿಂಹವ,1,5
ಸಿಂಪದ,ಸಿಂಪದ,1,5
ಭೇದವು,ಭೇದವು,1,5
ನನಕಂದ,ನನಕಂದ,2,5
ಜ್ಞಾಪ,ಜ್ಞಾಪ,1,5
ಆಕೆಯೇ,ಆಕೆಯೇ,3,5
ತೊಡಲಿ,ತೊಡಲಿ,1,5
ತರುವೆ,ತರುವೆ,5,5
ಆಗ್ರಹ,ಆಗ್ರಹ,2,5
ಚಿಂದಿ,ಚಿಂದಿ,3,5
ಸ್ವಯಂ,ಸ್ವಯಂ,9,5
ಪಾದಗಳ,ಪಾದಗಳ,6,5
ಹೋದಳು,ಹೋದಳು,24,5
ಅದೇನೂ,ಅದೇನೂ,4,5
ಅವಳದು,ಅವಳದು,2,5
ಕುಟೀರ,ಕುಟೀರ,1,5
ತಾಂಡವ,ತಾಂಡವ,1,5
ತೀರ್ಥ,ತೀರ್ಥ,2,5
ಕಾವಡಿ,ಕಾವಡಿ,1,5
ಹೊರಟೇ,ಹೊರಟೇ,3,5
ಗುಡ್ಡ,ಗುಡ್ಡ,6,5
ಸತ್ತೆ,ಸತ್ತೆ,1,5
ಪಡಿಸಿ,ಪಡಿಸಿ,2,5
ಅರಗಿನ,ಅರಗಿನ,1,5
ಮನೆಯಿ,ಮನೆಯಿ,1,5
ಕುಂತಿ,ಕುಂತಿ,3,5
ಸದ್ಧಾ,ಸದ್ಧಾ,1,5
ಮೊಸರು,ಮೊಸರು,13,5
ಭೀಮನು,ಭೀಮನು,1,5
ಬಂಡಿಯ,ಬಂಡಿಯ,1,5
ಭೀಮನೇ,ಭೀಮನೇ,1,5
ಅಣಕಿಸ,ಅಣಕಿಸ,1,5
ಏಟಿಗೆ,ಏಟಿಗೆ,4,5
ಹೆಣದೊ,ಹೆಣದೊ,1,5
ವಿಧೇಯ,ವಿಧೇಯ,1,5
ಪಾಲಕರ,ಪಾಲಕರ,1,5
ಆಶ್ರಮ,ಆಶ್ರಮ,5,5
ಯಷಿಯು,ಯಷಿಯು,1,5
ಮಾರಿಡ,ಮಾರಿಡ,1,5
ಕಟುಕನ,ಕಟುಕನ,2,5
ತುಂಭಾ,ತುಂಭಾ,1,5
ಒಕೆದು,ಒಕೆದು,1,5
ಕೋತಿಯ,ಕೋತಿಯ,6,5
ಯೊಂದು,ಯೊಂದು,1,5
ಶತ್ರು,ಶತ್ರು,2,5
ಮಂಗವು,ಮಂಗವು,2,5
ಹೈಂತು,ಹೈಂತು,1,5
ಎಳಿಗೆ,ಎಳಿಗೆ,1,5
ಹುಳಿಯ,ಹುಳಿಯ,1,5
ಆನಂದಾ,ಆನಂದಾ,1,5
ಮೊಲೆಯ,ಮೊಲೆಯ,1,5
ರನ್ನಾ,ರನ್ನಾ,1,5
ಮಹಾನ್,ಮಹಾನ್,4,5
ಪಂಡಿತ,ಪಂಡಿತ,4,5
ಮೀಸೆಯ,ಮೀಸೆಯ,7,5
ಕುಮಾರ,ಕುಮಾರ,4,5
ಮೊಘಲರ,ಮೊಘಲರ,2,5
ಕ್ರಿಶ,ಕ್ರಿಶ,5,5
ಲಖೂಜಿ,ಲಖೂಜಿ,1,5
ಆದಿಲ್,ಆದಿಲ್,1,5
ಷಹಾಜಿ,ಷಹಾಜಿ,1,5
ಪ್ರಬಲ,ಪ್ರಬಲ,5,5
ಮುಕುಟ,ಮುಕುಟ,1,5
ಧಾರಣೆ,ಧಾರಣೆ,1,5
ಮರಾಠರ,ಮರಾಠರ,1,5
ಪಾಚಾಡ,ಪಾಚಾಡ,1,5
ರುಳಕೆ,ರುಳಕೆ,1,5
ಮಿಂಚು,ಮಿಂಚು,4,5
ಮಿಂಚಿ,ಮಿಂಚಿ,2,5
ಬೆಳಗಿ,ಬೆಳಗಿ,3,5
ತಣಿದು,ತಣಿದು,2,5
ಭತ್ತದ,ಭತ್ತದ,20,5
ಇದೇನಾ,ಇದೇನಾ,2,5
ಕೀಳಲು,ಕೀಳಲು,2,5
ಚಂಗನೆ,ಚಂಗನೆ,1,5
ರಫಿಕ್,ರಫಿಕ್,1,5
ಅಳಿಲೇ,ಅಳಿಲೇ,1,5
ಅಜ್ಜೀ,ಅಜ್ಜೀ,4,5
ಸಾವಯವ,ಸಾವಯವ,3,5
ಮೆಣಸು,ಮೆಣಸು,4,5
ಶೇಂಗಾ,ಶೇಂಗಾ,3,5
ತೊಗರಿ,ತೊಗರಿ,2,5
ಘಟ್ಟದ,ಘಟ್ಟದ,3,5
ಯಂತ್ರ,ಯಂತ್ರ,5,5
ಇಲ್ಲೂ,ಇಲ್ಲೂ,2,5
ತರ್ಜಲ,ತರ್ಜಲ,1,5
ರಾಗಿಯ,ರಾಗಿಯ,5,5
ಮಗನಾದ,ಮಗನಾದ,3,5
ಬೇಡುವ,ಬೇಡುವ,1,5
ಧನುಷ್,ಧನುಷ್,2,5
ತಂಡಗಳ,ತಂಡಗಳ,5,5
ಪಂಚಿನ,ಪಂಚಿನ,1,5
ಚಿಂವ್,ಚಿಂವ್,2,5
ಮಾಡದೆ,ಮಾಡದೆ,6,5
ಶೇಖರ್,ಶೇಖರ್,1,5
ಕುಸುಮ,ಕುಸುಮ,1,5
ಸುಮತಿ,ಸುಮತಿ,5,5
ಸಮಾಜದ,ಸಮಾಜದ,3,5
ಓಬವ್ವ,ಓಬವ್ವ,3,5
ಮದಕರಿ,ಮದಕರಿ,1,5
ಬಾಳೋಣ,ಬಾಳೋಣ,1,5
ಕೈಲಾಸ,ಕೈಲಾಸ,1,5
ಹೀನವೇ,ಹೀನವೇ,1,5
ದಾತನೇ,ದಾತನೇ,1,5
ಘನಘೋರ,ಘನಘೋರ,1,5
ಈಗೇನು,ಈಗೇನು,5,5
ದೇಹವೇ,ದೇಹವೇ,2,5
ಸುಭದೆ,ಸುಭದೆ,1,5
ಒಳಿತು,ಒಳಿತು,1,5
ಟಕೇಟ್,ಟಕೇಟ್,1,5
ಥಾಮಸ್,ಥಾಮಸ್,1,5
ಕಡೆಯೇ,ಕಡೆಯೇ,1,5
ಕೊಠಡಿ,ಕೊಠಡಿ,3,5
ಲಗೇಜು,ಲಗೇಜು,2,5
ಬಿಗಳು,ಬಿಗಳು,1,5
ಊರಿಗೂ,ಊರಿಗೂ,1,5
ಕೆನಡಿ,ಕೆನಡಿ,4,5
ಹತ್ತೋ,ಹತ್ತೋ,1,5
ಏನೇನು,ಏನೇನು,11,5
ಉಕ್ಕಿ,ಉಕ್ಕಿ,4,5
ನಿಮಿಷ,ನಿಮಿಷ,26,5
ನೋಡೋಣ,ನೋಡೋಣ,36,5
ಕುಂಚದ,ಕುಂಚದ,1,5
ಗಗನದಿ,ಗಗನದಿ,1,5
ಎಲ್ಲವ,ಎಲ್ಲವ,4,5
ಮೂಡುವ,ಮೂಡುವ,3,5
ಮೋಡಿಯ,ಮೋಡಿಯ,1,5
ಬಲಿಯು,ಬಲಿಯು,1,5
ಕಣ್ಮನ,ಕಣ್ಮನ,4,5
ಅಂತಿಮ,ಅಂತಿಮ,6,5
ಬೇಗನೇ,ಬೇಗನೇ,6,5
ನೇಯ್ದ,ನೇಯ್ದ,2,5
ತೊಯ್ದ,ತೊಯ್ದ,2,5
ಆಂಗ್ಲ,ಆಂಗ್ಲ,2,5
ಸಾವಿನ,ಸಾವಿನ,4,5
ಹಾರೆಯ,ಹಾರೆಯ,1,5
ಮಾಡುತ,ಮಾಡುತ,3,5
ಸಲಹುವ,ಸಲಹುವ,1,5
ಕಾಡನು,ಕಾಡನು,1,5
ಸೇರುತ,ಸೇರುತ,1,5
ನೇಗಿಲ,ನೇಗಿಲ,1,5
ಹಲವನು,ಹಲವನು,1,5
ಗಂಟನು,ಗಂಟನು,1,5
ಬೀಸುತ,ಬೀಸುತ,3,5
ಮೀನನು,ಮೀನನು,1,5
ಮಾರಲು,ಮಾರಲು,5,5
ಹಣವನು,ಹಣವನು,1,5
ಮನವನು,ಮನವನು,3,5
ಕಾಲಿನ,ಕಾಲಿನ,14,5
ಗ್ರಾಂ,ಗ್ರಾಂ,20,5
ವೇದನೆ,ವೇದನೆ,1,5
ಕಳಕಳಿ,ಕಳಕಳಿ,1,5
ಪಾರವೇ,ಪಾರವೇ,6,5
ಮೆರೆದ,ಮೆರೆದ,2,5
ಎಪಿಜೆ,ಎಪಿಜೆ,1,5
ಎಂದವು,ಎಂದವು,4,5
ಇನಾಮು,ಇನಾಮು,1,5
ವಿಷಯದ,ವಿಷಯದ,7,5
ಮುನ್ನ,ಮುನ್ನ,15,5
ಸರದಿಯ,ಸರದಿಯ,2,5
ಮಲಗುವ,ಮಲಗುವ,8,5
ಸುಖಕರ,ಸುಖಕರ,1,5
ವೈಯಾರ,ವೈಯಾರ,1,5
ಪರ್ವತ,ಪರ್ವತ,21,5
ಬಗ್ಗಿ,ಬಗ್ಗಿ,12,5
ಎಟಿಎಂ,ಎಟಿಎಂ,3,5
ಮೂತಿಯ,ಮೂತಿಯ,6,5
ಮೊಲವು,ಮೊಲವು,1,5
ನೀಡೋಣ,ನೀಡೋಣ,1,5
ಹಂಪೆಯ,ಹಂಪೆಯ,1,5
ತಲ್ಪದ,ತಲ್ಪದ,1,5
ಸಮತೆಯ,ಸಮತೆಯ,2,5
ಮಮತೆಯ,ಮಮತೆಯ,3,5
ವಾಸನೆ,ವಾಸನೆ,22,5
ಅಂಗಡಿ,ಅಂಗಡಿ,12,5
ತಂದನು,ತಂದನು,4,5
ಕಾಗದದ,ಕಾಗದದ,25,5
ಅಗೆದು,ಅಗೆದು,10,5
ಗೌತಮಿ,ಗೌತಮಿ,1,5
ಹಸುವು,ಹಸುವು,2,5
ಬದಲಾದ,ಬದಲಾದ,2,5
ಆದರದು,ಆದರದು,1,5
ಖಗಗಳು,ಖಗಗಳು,1,5
ಮಂಗಗೆ,ಮಂಗಗೆ,1,5
ಅಂಗಿಯ,ಅಂಗಿಯ,5,5
ದಾರಿಯ,ದಾರಿಯ,4,5
ಮರ್ಕಟ,ಮರ್ಕಟ,1,5
ವಿಶ್ವ,ವಿಶ್ವ,13,5
ದೇಶಕು,ದೇಶಕು,1,5
ಅಸೂಯೆ,ಅಸೂಯೆ,3,5
ರಕ್ಷಣ,ರಕ್ಷಣ,1,5
ಮಮಕಾರ,ಮಮಕಾರ,2,5
ಹಾಕೋಣ,ಹಾಕೋಣ,4,5
ಹರಡೋಣ,ಹರಡೋಣ,1,5
ದಳಗಳು,ದಳಗಳು,4,5
ಪೊದೆಯ,ಪೊದೆಯ,1,5
ಸೈಕಲ್,ಸೈಕಲ್,5,5
ಕಚ್ಚಿ,ಕಚ್ಚಿ,6,5
ಮುಂದೇ,ಮುಂದೇ,1,5
ಮರಿಯು,ಮರಿಯು,6,5
ಇಷ್ಟೂ,ಇಷ್ಟೂ,1,5
ಓದಿರಿ,ಓದಿರಿ,10,5
ಪಾಪಕರ,ಪಾಪಕರ,1,5
ಹಣ್ಚೋ,ಹಣ್ಚೋ,1,5
ಬದೀಲಿ,ಬದೀಲಿ,1,5
ಮನಸಿಕ,ಮನಸಿಕ,1,5
ಜೇಬಲಿ,ಜೇಬಲಿ,2,5
ಒಬ್ಬನ,ಒಬ್ಬನ,1,5
ಬೆಂಡು,ಬೆಂಡು,1,5
ಲಕಲಕನ,ಲಕಲಕನ,1,5
ಹೆಚ್‌,ಹೆಚ್‌,2,5
ಅವಟ್ಟ,ಅವಟ್ಟ,1,5
ಅಕ್ಬರ,ಅಕ್ಬರ,4,5
ತ್ನ್ನ,ತ್ನ್ನ,1,5
ಪಶ್ನೆ,ಪಶ್ನೆ,1,5
ಗಣತಿಯ,ಗಣತಿಯ,1,5
ನೆಂಟರ,ನೆಂಟರ,2,5
ತಾವರಿ,ತಾವರಿ,3,5
ನಡಗೀಯ,ನಡಗೀಯ,1,5
ನೋಡೀನ,ನೋಡೀನ,1,5
ಬಾಳಾಗ,ಬಾಳಾಗ,1,5
ಹಾಗಂತ,ಹಾಗಂತ,4,5
ಮುಂಡೆ,ಮುಂಡೆ,2,5
ಸಮವಯಸ,ಸಮವಯಸ,1,5
ಸಿರಿವ,ಸಿರಿವ,1,5
ಕ್ಯುಣ,ಕ್ಯುಣ,1,5
ಛತ್ರದ,ಛತ್ರದ,1,5
ಗುಂಪೇ,ಗುಂಪೇ,1,5
ನಮಿಸಿ,ನಮಿಸಿ,1,5
ಕಹಿಗೂ,ಕಹಿಗೂ,1,5
ಪದಗಳು,ಪದಗಳು,11,5
ಒಂದನೇ,ಒಂದನೇ,2,5
ವಾಕ್ಕ,ವಾಕ್ಕ,1,5
ಠದ್ದು,ರದ್ದು,1,5
ಸ್ವಲಪ,ಸ್ವಲಪ,1,5
ಹೆಕ್ಕ,ಹೆಕ್ಕ,1,5
ರದ್ದು,ರದ್ದು,4,5
ಆಯಿತೇ,ಆಯಿತೇ,3,5
ಮೀಸಲು,ಮೀಸಲು,3,5
ಫತ್ನಿ,ಫತ್ನಿ,1,5
ಹಾಡಿದ,ಹಾಡಿದ,7,5
ಬಂದಿಹ,ಬಂದಿಹ,1,5
ಉದ್ದದ,ಉದ್ದದ,18,5
ಗಗನಕೆ,ಗಗನಕೆ,1,5
ಪಟವದು,ಪಟವದು,3,5
ಅಳುವೂ,ಅಳುವೂ,1,5
ಪಟವನು,ಪಟವನು,1,5
ಜಂಭವು,ಜಂಭವು,1,5
ಲಕ್ಷಣ,ಲಕ್ಷಣ,8,5
ನಮೂನೆ,ನಮೂನೆ,2,5
ಮನೆಯು,ಮನೆಯು,2,5
ಇಹುದೊ,ಇಹುದೊ,1,5
ಮೃಗವು,ಮೃಗವು,1,5
ಬಹುದೊ,ಬಹುದೊ,1,5
ಜಾಣನು,ಜಾಣನು,1,5
ಠಾವನು,ಠಾವನು,1,5
ನಿಬಿಡ,ನಿಬಿಡ,3,5
ಇಹುದು,ಇಹುದು,2,5
ಇಹುದೋ,ಇಹುದೋ,1,5
ಚಿಗರೆ,ಚಿಗರೆ,2,5
ಕಡೆಗೂ,ಕಡೆಗೂ,12,5
ವರಕವಿ,ವರಕವಿ,1,5
ವಿಶ್ಯ,ವಿಶ್ಯ,1,5
ಮಂಡ್ಯ,ಮಂಡ್ಯ,2,5
ರಾಜರು,ರಾಜರು,7,5
ಮಸೀದಿ,ಮಸೀದಿ,4,5
ಫಾತಿಮ,ಫಾತಿಮ,1,5
ರೇಷ್ಮ,ರೇಷ್ಮ,1,5
ಆಧಮನೆ,ಆಧಮನೆ,1,5
ಘಾಟ್‌,ಘಾಟ್‌,1,5
ದಿನ್ದ,ದಿನ್ದ,1,5
ಬೇಗ್‌,ಬೇಗ್‌,3,5
ಮಂದಿರ,ಮಂದಿರ,3,5
ಘಟನೆಯ,ಘಟನೆಯ,3,5
ಜೋಡಣೆ,ಜೋಡಣೆ,3,5
ಒಣಮರದ,ಒಣಮರದ,2,5
ಮಂಥರಾ,ಮಂಥರಾ,1,5
ಅಂದವು,ಅಂದವು,1,5
ಹಣ್ಣೋ,ಹಣ್ಣೋ,1,5
ಗಿಡವು,ಗಿಡವು,3,5
ಮಧಢಭೇ,ಮಧಢಭೇ,1,5
ಮೋತೆಯ,ಮೋತೆಯ,1,5
ಚಟ್ನಿ,ಚಟ್ನಿ,3,5
ದಿಂಡು,ದಿಂಡು,1,5
ಅರಿತು,ಅರಿತು,1,5
ನ್ನ್ನ,ನ್ನ್ನ,1,5
ಗತಶ್ಳ,ಗತಶ್ಳ,1,5
ಕೈತೋಟ,ಕೈತೋಟ,3,5
ಸೀಯಾಳ,ಸೀಯಾಳ,2,5
ಗೊನೆಯ,ಗೊನೆಯ,1,5
ಮರಗಿಡ,ಮರಗಿಡ,1,5
ಎಚ್ಚರ,ಎಚ್ಚರ,7,5
ಪಜ್ಞೆ,ಪಜ್ಞೆ,1,5
ಆಲಿಸು,ಆಲಿಸು,2,5
ಸೈರಣೆ,ಸೈರಣೆ,2,5
ವಿನೋದ,ವಿನೋದ,2,5
ಗಗನ್ವ,ಗಗನ್ವ,1,5
ಗೋಪುರ,ಗೋಪುರ,5,5
ವಿವಾದ,ವಿವಾದ,1,5
ವಿಜಯಿ,ವಿಜಯಿ,1,5
ಎಿಠಡು,ಎರಡು,1,5
ತಿನಸು,ತಿನಸು,1,5
ನಡುಗೆ,ನಡುಗೆ,1,5
ನಮಿಸು,ನಮಿಸು,1,5
ವಿದೇಶ,ವಿದೇಶ,1,5
ಫೊದರು,ಫೊದರು,1,5
ವಿಭಾಗ,ವಿಭಾಗ,2,5
ಉಳ್ಳವ,ಉಳ್ಳವ,1,5
ದ್ವಾರ,ದ್ವಾರ,1,5
ಸಂದೇಹ,ಸಂದೇಹ,2,5
ಉಬ್ಬು,ಉಬ್ಬು,2,5
ವ್ಯಸನ,ವ್ಯಸನ,1,5
ಒಪ್ಪು,ಒಪ್ಪು,2,5
ಏಪರೀತ,ಏಪರೀತ,1,5
ವಿರಾಮ,ವಿರಾಮ,5,5
ಪಾಷಾಣ,ಪಾಷಾಣ,1,5
ಶುಭ್ರ,ಶುಭ್ರ,1,5
ಗಜ್ಮು,ಗಜ್ಮು,1,5
ತಣಿವು,ತಣಿವು,1,5
ಸಮಂಜಸ,ಸಮಂಜಸ,1,5
ಆರಿಸು,ಆರಿಸು,1,5
ಆಹುತಿ,ಆಹುತಿ,1,5
ನವಮಾಸ,ನವಮಾಸ,1,5
ಸಲುಹಿ,ಸಲುಹಿ,1,5
ಹರಸಿದ,ಹರಸಿದ,1,5
ರೈತಗೆ,ರೈತಗೆ,1,5
ಯೋಧಗೆ,ಯೋಧಗೆ,1,5
ಮರಿಗಳ,ಮರಿಗಳ,7,5
ಕೋಳಿಯ,ಕೋಳಿಯ,2,5
ಕೊಡಲಿ,ಕೊಡಲಿ,8,5
ಆಯಿತೆ,ಆಯಿತೆ,1,5
ಪದ್ಯವ,ಪದ್ಯವ,1,5
ರಾಗದಿ,ರಾಗದಿ,1,5
ಜಾಣನೆ,ಜಾಣನೆ,1,5
ಕೊಂತಿ,ಕೊಂತಿ,1,5
ಬಾಲವೇ,ಬಾಲವೇ,2,5
ಏರಿತು,ಏರಿತು,7,5
ಮೋಡಕೆ,ಮೋಡಕೆ,1,5
ಅಲೆಗಳ,ಅಲೆಗಳ,13,5
ಚಂದಿರ,ಚಂದಿರ,11,5
ಕರಗಲು,ಕರಗಲು,1,5
ಕರಗಿದ,ಕರಗಿದ,1,5
ಬಾನಲಿ,ಬಾನಲಿ,1,5
ಆಚರಣೆ,ಆಚರಣೆ,3,5
ನೆಹರೂ,ನೆಹರೂ,3,5
ಟಿಕಮಿ,ಟಿಕಮಿ,1,5
ಖಾಗಿಲ,ಖಾಗಿಲ,1,5
ವನಜಳೂ,ವನಜಳೂ,1,5
ಟಾಮಿಯ,ಟಾಮಿಯ,1,5
ಆಟವಾದ,ಆಟವಾದ,2,5
ಪರಂಗಿ,ಪರಂಗಿ,14,5
ಇವೆಯೇ,ಇವೆಯೇ,1,5
ಇಷ್ಟೇ,ಇಷ್ಟೇ,2,5
ಒಟ್ಟು,ಒಟ್ಟು,15,5
ಗಿಡ್ಡ,ಗಿಡ್ಡ,2,5
ತಮ್ಮನ,ತಮ್ಮನ,2,5
ವೀಣಾಳ,ವೀಣಾಳ,1,5
ಕೊಳಕು,ಕೊಳಕು,7,5
ಗರಗಸದ,ಗರಗಸದ,2,5
ಕಾದಾಟ,ಕಾದಾಟ,1,5
ಮಣಿಗಳ,ಮಣಿಗಳ,1,5
ತಗಡಿನ,ತಗಡಿನ,6,5
ಕಡುಬು,ಕಡುಬು,1,5
ಹಾಡನು,ಹಾಡನು,2,5
ನದಿಯು,ನದಿಯು,5,5
ತೋರಾಟ,ತೋರಾಟ,1,5
ಮರದಲಿ,ಮರದಲಿ,1,5
ತೂಗುವ,ತೂಗುವ,2,5
ಹೂವನು,ಹೂವನು,1,5
ದಾರದಿ,ದಾರದಿ,1,5
ಗೂಡಿನ,ಗೂಡಿನ,3,5
ಗಣೇಶನ,ಗಣೇಶನ,1,5
ಪರಿಮಳ,ಪರಿಮಳ,14,5
ಚೆಂಡು,ಚೆಂಡು,44,5
ಹರುಷದ,ಹರುಷದ,1,5
ಘಂಟೆಯ,ಘಂಟೆಯ,2,5
ಬಿಂಬವ,ಬಿಂಬವ,1,5
ಪಾಪವೇ,ಪಾಪವೇ,1,5
ಜಾವಿಯ,ಜಾವಿಯ,1,5
ದೂರದಿ,ದೂರದಿ,2,5
ಗೋಪಿಯ,ಗೋಪಿಯ,3,5
ಹಗ್ಗದ,ಹಗ್ಗದ,3,5
ಎಳೆತದ,ಎಳೆತದ,1,5
ರಭಸಕೆ,ರಭಸಕೆ,2,5
ಏರಿಸಿ,ಏರಿಸಿ,2,5
ಅರುವೆ,ಅರುವೆ,1,5
ನೆಟ್ಟ,ನೆಟ್ಟ,7,5
ಗಟ್ಟಿ,ಗಟ್ಟಿ,15,5
ಲಗೋರಿ,ಲಗೋರಿ,4,5
ಜೂಟಾಟ,ಜೂಟಾಟ,2,5
ಆದಂತೆ,ಆದಂತೆ,4,5
ಸರಿಯೇ,ಸರಿಯೇ,10,5
ಲಸಿಕಾ,ಲಸಿಕಾ,1,5
ಲಸಿಕೆ,ಲಸಿಕೆ,2,5
ಯೋಜನಾ,ಯೋಜನಾ,1,5
ಇಲಾಖೆ,ಇಲಾಖೆ,1,5
ಇದ್ದರ,ಇದ್ದರ,1,5
ಬಳಗಾಕ,ಬಳಗಾಕ,1,5
ಇಡಸೀನ,ಇಡಸೀನ,1,5
ತಯಾರಕ,ತಯಾರಕ,7,5
ಬಳಸಿದ,ಬಳಸಿದ,3,5
ಕಾಸಿನ,ಕಾಸಿನ,1,5
ನರಿಯು,ನರಿಯು,5,5
ಪಟ್ಟಿ,ಪಟ್ಟಿ,21,5
ಪಾಕಿಕ,ಪಾಕಿಕ,1,5
ಪತಿಕೆ,ಪತಿಕೆ,1,5
ಆಯ್ದು,ಆಯ್ದು,4,5
ವಿನುತ,ವಿನುತ,4,5
ಒಂದಿನ,ಒಂದಿನ,1,5
ಕೈಯನು,ಕೈಯನು,2,5
ಬೆರಳೇ,ಬೆರಳೇ,1,5
ತಾವರೆ,ತಾವರೆ,4,5
ಉಡುಗೆ,ಉಡುಗೆ,8,5
ದಾವಣಿ,ದಾವಣಿ,1,5
ನ್ಯಾಯ,ನ್ಯಾಯ,11,5
ಎದುರೇ,ಎದುರೇ,4,5
ಮೀರಾಳ,ಮೀರಾಳ,9,5
ಬೇಲಿಯ,ಬೇಲಿಯ,1,5
ಜಮೀಯಾ,ಜಮೀಯಾ,3,5
ಆಹ್ಹಾ,ಆಹ್ಹಾ,1,5
ನಾಳಿನ,ನಾಳಿನ,1,5
ವೇಷದಿ,ವೇಷದಿ,1,5
ಕತ್ತಿ,ಕತ್ತಿ,12,5
ಪ್ರಾಸ,ಪ್ರಾಸ,1,5
ಆರಿಸಿ,ಆರಿಸಿ,6,5
ಗಿಮಟೆ,ಗಿಮಟೆ,1,5
ಆಲದಮರ,ಆಲದಮರ,1,5
ಆನೆಯು,ಆನೆಯು,2,5
ಹದ್ದು,ಹದ್ದು,2,5
ಅದೇನೋ,ಅದೇನೋ,12,5
ಅಮೀನಾ,ಅಮೀನಾ,3,5
ನಿನಗೂ,ನಿನಗೂ,4,5
ತಗಟಿನ,ತಗಟಿನ,1,5
ಸನಿದಪ,ಸನಿದಪ,2,5
ಮಗರಿಸ,ಮಗರಿಸ,2,5
ಸರಿಗಮ,ಸರಿಗಮ,3,5
ಅಕ್ಷಯ,ಅಕ್ಷಯ,1,5
ರುರಿಯ,ರುರಿಯ,1,5
ನಿನಾದ,ನಿನಾದ,2,5
ಕಲರವದ,ಕಲರವದ,1,5
ಮಂಕಾದ,ಮಂಕಾದ,1,5
ಇದೇಕೆ,ಇದೇಕೆ,2,5
ಮನೆಗಳ,ಮನೆಗಳ,2,5
ಶೂನ್ಯ,ಶೂನ್ಯ,8,5
ಮೀರುವ,ಮೀರುವ,1,5
ಶಾಲಗೆ,ಶಾಲಗೆ,1,5
ದ್ದನಿ,ದ್ದನಿ,1,5
ಸರ್ಧೆ,ಸರ್ಧೆ,1,5
ಮಂಡಲದ,ಮಂಡಲದ,1,5
ಸಾತ್ತ,ಸಾತ್ತ,1,5
ಮೇರಿಯ,ಮೇರಿಯ,2,5
ಪೈಪೋಟ,ಪೈಪೋಟ,1,5
ರಚಿಸು,ರಚಿಸು,2,5
ಪದ್ದು,ಪದ್ದು,1,5
ಮನಿಗೆ,ಮನಿಗೆ,3,5
ಆಡಿದರ,ಆಡಿದರ,1,5
ಅಂಗಾಲ,ಅಂಗಾಲ,1,5
ಕಂದಾನ,ಕಂದಾನ,2,5
ಚಂಜೀಯ,ಚಂಜೀಯ,2,5
ರೂಪ್ರ,ರೂಪ್ರ,1,5
ಹೊಳೆದ,ಹೊಳೆದ,2,5
ಗ್ರಂಥ,ಗ್ರಂಥ,1,5
ಗೋಡೆಯ,ಗೋಡೆಯ,19,5
ಬರೆಹದ,ಬರೆಹದ,1,5
ಬಂಧರೆ,ಬಂಧರೆ,1,5
ಏಸೂರು,ಏಸೂರು,2,5
ಈಸೂರು,ಈಸೂರು,6,5
ಆಡಳಿಶ,ಆಡಳಿಶ,1,5
ಚಕಮಕಿ,ಚಕಮಕಿ,1,5
ಒಪ್ಪದ,ಒಪ್ಪದ,2,5
ಸೋತರು,ಸೋತರು,2,5
ಧ್ವಜದ,ಧ್ವಜದ,1,5
ಕಟ್ಟದ,ಕಟ್ಟದ,2,5
ಎಸೂರು,ಎಸೂರು,1,5
ಕಂದಾಯ,ಕಂದಾಯ,4,5
ವಿರೋಧ,ವಿರೋಧ,1,5
ವಸೂಲು,ವಸೂಲು,1,5
ಏಕವಚನ,ಏಕವಚನ,1,5
ಕಚೇರಿ,ಕಚೇರಿ,4,5
ದೇಶ್ಯ,ದೇಶ್ಯ,1,5
ವೃತ್ತ,ವೃತ್ತ,10,5
ಮಾಲೀಕ,ಮಾಲೀಕ,5,5
